aaoID,dept,matter,
20170413,THE DEPARTMENT OF INFRASTRUCTURE AND REGIONAL DEVELOPMENT,"Administration of the Jervis Bay Territory, the Territory of Cocos (Keeling) Islands, the Territory of Christmas Island, the Coral Sea Islands Territory, the Territory of Ashmore and Cartier Islands, and of Commonwealth responsibilities on Norfolk Island",
20171130,THE DEPARTMENT OF INFRASTRUCTURE AND REGIONAL DEVELOPMENT,"Administration of the Jervis Bay Territory, the Territory of Cocos (Keeling) Islands, the Territory of Christmas Island, the Coral Sea Islands Territory, the Territory of Ashmore and Cartier Islands, and of Commonwealth responsibilities on Norfolk Island",
20171220,"THE DEPARTMENT OF INFRASTRUCTURE, REGIONAL DEVELOPMENT AND CITIES","Administration of the Jervis Bay Territory, the Territory of Cocos (Keeling) Islands, the Territory of Christmas Island, the Coral Sea Islands Territory, the Territory of Ashmore and Cartier Islands, and of Commonwealth responsibilities on Norfolk Island",
20180419,"THE DEPARTMENT OF INFRASTRUCTURE, REGIONAL DEVELOPMENT AND CITIES","Administration of the Jervis Bay Territory, the Territory of Cocos (Keeling) Islands, the Territory of Christmas Island, the Coral Sea Islands Territory, the Territory of Ashmore and Cartier Islands, and of Commonwealth responsibilities on Norfolk Island",
20180510,"THE DEPARTMENT OF INFRASTRUCTURE, REGIONAL DEVELOPMENT AND CITIES","Administration of the Jervis Bay Territory, the Territory of Cocos (Keeling) Islands, the Territory of Christmas Island, the Coral Sea Islands Territory, the Territory of Ashmore and Cartier Islands, and of Commonwealth responsibilities on Norfolk Island",
20180828,"THE DEPARTMENT OF INFRASTRUCTURE, REGIONAL DEVELOPMENT AND CITIES","Administration of the Jervis Bay Territory, the Territory of Cocos (Keeling) Islands, the Territory of Christmas Island, the Coral Sea Islands Territory, the Territory of Ashmore and Cartier Islands, and of Commonwealth responsibilities on Norfolk Island",
20071203,THE ATTORNEY GENERAL'S DEPARTMENT,Administrative support for Royal Commissions and certain other inquiries,
20080125,THE ATTORNEY GENERAL'S DEPARTMENT,Administrative support for Royal Commissions and certain other inquiries,
20080501,THE ATTORNEY GENERAL'S DEPARTMENT,Administrative support for Royal Commissions and certain other inquiries,
20100308,THE ATTORNEY GENERAL'S DEPARTMENT,Administrative support for Royal Commissions and certain other inquiries,
20100506,THE ATTORNEY GENERAL'S DEPARTMENT,Administrative support for Royal Commissions and certain other inquiries,
20100629,THE ATTORNEY GENERAL'S DEPARTMENT,Administrative support for Royal Commissions and certain other inquiries,
20100914,THE ATTORNEY GENERAL'S DEPARTMENT,Administrative support for Royal Commissions and certain other inquiries,
20101014,THE ATTORNEY GENERAL'S DEPARTMENT,Administrative support for Royal Commissions and certain other inquiries,
20111019,THE ATTORNEY GENERAL'S DEPARTMENT,Administrative support for Royal Commissions and certain other inquiries,
20111207,THE ATTORNEY GENERAL'S DEPARTMENT,Administrative support for Royal Commissions and certain other inquiries,
20111214,THE ATTORNEY GENERAL'S DEPARTMENT,Administrative support for Royal Commissions and certain other inquiries,
20120209,THE ATTORNEY GENERAL'S DEPARTMENT,Administrative support for Royal Commissions and certain other inquiries,
20130325,THE ATTORNEY GENERAL'S DEPARTMENT,Administrative support for Royal Commissions and certain other inquiries,
20130516,THE ATTORNEY GENERAL'S DEPARTMENT,Administrative support for Royal Commissions and certain other inquiries,
20130918,THE ATTORNEY GENERAL'S DEPARTMENT,Administrative support for Royal Commissions and certain other inquiries,
20131003,THE ATTORNEY GENERAL'S DEPARTMENT,Administrative support for Royal Commissions and certain other inquiries,
20141223,THE DEPARTMENT OF AGRICULTURE,Administrative support for Royal Commissions and certain other inquiries,
20150709,THE ATTORNEY GENERAL'S DEPARTMENT,Administrative support for Royal Commissions and certain other inquiries,
20150930,THE ATTORNEY GENERAL'S DEPARTMENT,Administrative support for Royal Commissions and certain other inquiries,
20160901,THE ATTORNEY GENERAL'S DEPARTMENT,Administrative support for Royal Commissions and certain other inquiries,
20161027,THE ATTORNEY GENERAL'S DEPARTMENT,Administrative support for Royal Commissions and certain other inquiries,
20170413,THE ATTORNEY GENERAL'S DEPARTMENT,Administrative support for Royal Commissions and certain other inquiries,
20171130,THE ATTORNEY GENERAL'S DEPARTMENT,Administrative support for Royal Commissions and certain other inquiries,
20171220,THE ATTORNEY GENERAL'S DEPARTMENT,Administrative support for Royal Commissions and certain other inquiries,
20180419,THE ATTORNEY GENERAL'S DEPARTMENT,Administrative support for Royal Commissions and certain other inquiries,
20180510,THE ATTORNEY GENERAL'S DEPARTMENT,Administrative support for Royal Commissions and certain other inquiries,
20180828,THE ATTORNEY GENERAL'S DEPARTMENT,Administrative support for Royal Commissions and certain other inquiries,
20141223,THE DEPARTMENT OF EDUCATION AND TRAINING,Adult migrant education,
20150930,THE DEPARTMENT OF EDUCATION AND TRAINING,Adult migrant education,
20160901,THE DEPARTMENT OF EDUCATION AND TRAINING,Adult migrant education,
20161027,THE DEPARTMENT OF EDUCATION AND TRAINING,Adult migrant education,
20170413,THE DEPARTMENT OF EDUCATION AND TRAINING,Adult migrant education,
20171130,THE DEPARTMENT OF EDUCATION AND TRAINING,Adult migrant education,
20171220,THE DEPARTMENT OF EDUCATION AND TRAINING,Adult migrant education,
20180419,THE DEPARTMENT OF EDUCATION AND TRAINING,Adult migrant education,
20180510,THE DEPARTMENT OF EDUCATION AND TRAINING,Adult migrant education,
20180828,THE DEPARTMENT OF EDUCATION AND TRAINING,Adult migrant education,
20071203,THE DEPARTMENT OF FINANCE AND DEREGULATION,Advice on the Future Fund,
20080125,THE DEPARTMENT OF FINANCE AND DEREGULATION,Advice on the Future Fund,
20080501,THE DEPARTMENT OF FINANCE AND DEREGULATION,Advice on the Future Fund,
20100308,THE DEPARTMENT OF FINANCE AND DEREGULATION,Advice on the Future Fund,
20100914,THE DEPARTMENT OF THE PRIME MINISTER AND CABINET,Advice to the Prime Minister across Government on policy and implementation,
20101014,THE DEPARTMENT OF THE PRIME MINISTER AND CABINET,Advice to the Prime Minister across Government on policy and implementation,
20111019,THE DEPARTMENT OF THE PRIME MINISTER AND CABINET,Advice to the Prime Minister across Government on policy and implementation,
20111207,THE DEPARTMENT OF THE PRIME MINISTER AND CABINET,Advice to the Prime Minister across Government on policy and implementation,
20111214,THE DEPARTMENT OF THE PRIME MINISTER AND CABINET,Advice to the Prime Minister across Government on policy and implementation,
20120209,THE DEPARTMENT OF THE PRIME MINISTER AND CABINET,Advice to the Prime Minister across Government on policy and implementation,
20130325,THE DEPARTMENT OF THE PRIME MINISTER AND CABINET,Advice to the Prime Minister across Government on policy and implementation,
20130516,THE DEPARTMENT OF THE PRIME MINISTER AND CABINET,Advice to the Prime Minister across Government on policy and implementation,
20130918,THE DEPARTMENT OF THE PRIME MINISTER AND CABINET,Advice to the Prime Minister across Government on policy and implementation,
20131003,THE DEPARTMENT OF THE PRIME MINISTER AND CABINET,Advice to the Prime Minister across Government on policy and implementation,
20141223,THE DEPARTMENT OF THE PRIME MINISTER AND CABINET,Advice to the Prime Minister across Government on policy and implementation,
20150709,THE DEPARTMENT OF THE PRIME MINISTER AND CABINET,Advice to the Prime Minister across Government on policy and implementation,
20150930,THE DEPARTMENT OF THE PRIME MINISTER AND CABINET,Advice to the Prime Minister across Government on policy and implementation,
20160901,THE DEPARTMENT OF THE PRIME MINISTER AND CABINET,Advice to the Prime Minister across Government on policy and implementation,
20161027,THE DEPARTMENT OF THE PRIME MINISTER AND CABINET,Advice to the Prime Minister across Government on policy and implementation,
20170413,THE DEPARTMENT OF THE PRIME MINISTER AND CABINET,Advice to the Prime Minister across Government on policy and implementation,
20171130,THE DEPARTMENT OF THE PRIME MINISTER AND CABINET,Advice to the Prime Minister across Government on policy and implementation,
20171220,THE DEPARTMENT OF THE PRIME MINISTER AND CABINET,Advice to the Prime Minister across Government on policy and implementation,
20180419,THE DEPARTMENT OF THE PRIME MINISTER AND CABINET,Advice to the Prime Minister across Government on policy and implementation,
20180510,THE DEPARTMENT OF THE PRIME MINISTER AND CABINET,Advice to the Prime Minister across Government on policy and implementation,
20180828,THE DEPARTMENT OF THE PRIME MINISTER AND CABINET,Advice to the Prime Minister across Government on policy and implementation,
20130918,THE DEPARTMENT OF SOCIAL SERVICES,Ageing research,
20131003,THE DEPARTMENT OF SOCIAL SERVICES,Ageing research,
20141223,THE DEPARTMENT OF HEALTH,Ageing research,
20150709,THE DEPARTMENT OF HEALTH,Ageing research,
20150930,THE DEPARTMENT OF HEALTH,Ageing research,
20160901,THE DEPARTMENT OF HEALTH,Ageing research,
20161027,THE DEPARTMENT OF HEALTH,Ageing research,
20170413,THE DEPARTMENT OF HEALTH,Ageing research,
20171130,THE DEPARTMENT OF HEALTH,Ageing research,
20171220,THE DEPARTMENT OF HEALTH,Ageing research,
20180419,THE DEPARTMENT OF HEALTH,Ageing research,
20180510,THE DEPARTMENT OF HEALTH,Ageing research,
20180828,THE DEPARTMENT OF HEALTH,Ageing research,
20071203,"THE DEPARTMENT OF AGRICULTURE, FISHERIES AND FORESTRY","Agricultural, pastoral, fishing, food and forest industries",
20080125,"THE DEPARTMENT OF AGRICULTURE, FISHERIES AND FORESTRY","Agricultural, pastoral, fishing, food and forest industries",
20080501,"THE DEPARTMENT OF AGRICULTURE, FISHERIES AND FORESTRY","Agricultural, pastoral, fishing, food and forest industries",
20100308,"THE DEPARTMENT OF AGRICULTURE, FISHERIES AND FORESTRY","Agricultural, pastoral, fishing, food and forest industries",
20100506,"THE DEPARTMENT OF AGRICULTURE, FISHERIES AND FORESTRY","Agricultural, pastoral, fishing, food and forest industries",
20100629,"THE DEPARTMENT OF AGRICULTURE, FISHERIES AND FORESTRY","Agricultural, pastoral, fishing, food and forest industries",
20100914,"THE DEPARTMENT OF AGRICULTURE, FISHERIES AND FORESTRY","Agricultural, pastoral, fishing, food and forest industries",
20101014,"THE DEPARTMENT OF AGRICULTURE, FISHERIES AND FORESTRY","Agricultural, pastoral, fishing, food and forest industries",
20111019,"THE DEPARTMENT OF AGRICULTURE, FISHERIES AND FORESTRY","Agricultural, pastoral, fishing, food and forest industries",
20111207,"THE DEPARTMENT OF AGRICULTURE, FISHERIES AND FORESTRY","Agricultural, pastoral, fishing, food and forest industries",
20111214,"THE DEPARTMENT OF AGRICULTURE, FISHERIES AND FORESTRY","Agricultural, pastoral, fishing, food and forest industries",
20120209,"THE DEPARTMENT OF AGRICULTURE, FISHERIES AND FORESTRY","Agricultural, pastoral, fishing, food and forest industries",
20130325,"THE DEPARTMENT OF AGRICULTURE, FISHERIES AND FORESTRY","Agricultural, pastoral, fishing, food and forest industries",
20130516,"THE DEPARTMENT OF AGRICULTURE, FISHERIES AND FORESTRY","Agricultural, pastoral, fishing, food and forest industries",
20130918,THE DEPARTMENT OF AGRICULTURE,"Agricultural, pastoral, fishing, food and forest industries",
20131003,THE DEPARTMENT OF AGRICULTURE,"Agricultural, pastoral, fishing, food and forest industries",
20141223,THE DEPARTMENT OF AGRICULTURE,"Agricultural, pastoral, fishing, food and forest industries",
20150709,THE DEPARTMENT OF AGRICULTURE,"Agricultural, pastoral, fishing, food and forest industries",
20150930,THE DEPARTMENT OF AGRICULTURE AND WATER RESOURCES,"Agricultural, pastoral, fishing, food and forest industries",
20160901,THE DEPARTMENT OF AGRICULTURE AND WATER RESOURCES,"Agricultural, pastoral, fishing, food and forest industries",
20161027,THE DEPARTMENT OF AGRICULTURE AND WATER RESOURCES,"Agricultural, pastoral, fishing, food and forest industries",
20170413,THE DEPARTMENT OF AGRICULTURE AND WATER RESOURCES,"Agricultural, pastoral, fishing, food and forest industries",
20171130,THE DEPARTMENT OF AGRICULTURE AND WATER RESOURCES,"Agricultural, pastoral, fishing, food and forest industries",
20171220,THE DEPARTMENT OF AGRICULTURE AND WATER RESOURCES,"Agricultural, pastoral, fishing, food and forest industries",
20180419,THE DEPARTMENT OF AGRICULTURE AND WATER RESOURCES,"Agricultural, pastoral, fishing, food and forest industries",
20180510,THE DEPARTMENT OF AGRICULTURE AND WATER RESOURCES,"Agricultural, pastoral, fishing, food and forest industries",
20180828,THE DEPARTMENT OF AGRICULTURE AND WATER RESOURCES,"Agricultural, pastoral, fishing, food and forest industries",
20071203,"THE DEPARTMENT OF THE ENVIRONMENT, WATER, HERITAGE AND THE ARTS",Air quality,
20080125,"THE DEPARTMENT OF THE ENVIRONMENT, WATER, HERITAGE AND THE ARTS",Air quality,
